#Procedure: <daedalus.procedures.AMRProcedure.AMRAngProcedure>
#Parameters:
#	Applied Sample Voltage: 0.1 V
#	Magnet Calibration Filename: ./calibrations/icarus
#	Delay: 0.3 s
#	End Azimuthal Field: 176 deg
#	Start Azimuthal Field: -173 deg
#	Azimuthal Field Step: 1 deg
#	Magnetic Field Polar Angle: 0 deg
#	Field Strength: 0.05 T
#	Time Queued: 12:40pm 2019-07-04
#	Sample Name: CE6_STFMRC3
#	Lockin Sensitivity: 2e-05 V
#	Probe Station Name: Icarus
#	Lockin Time Constant: 0.1 s
#	Wheatstone R1 Fixed Resistance: 3880 Ohm
#	Wheatstone R2 Variable Resistance: 234.51 Ohm
#	Wheatstone R3 Fixed Resistance: 3960 Ohm
#Data:
X,Y,field_azimuth_measured,field_azimuth,elapsed_time
-6e-05,7.558e-06,-173.009,-173.0,253.91044807434082
-6e-05,6.576e-06,-171.99,-172.0,255.370450258255
-6e-05,6.822e-06,-170.993,-171.0,256.84045243263245
-6e-05,7.788e-06,-169.992,-170.0,258.30045437812805
-6e-05,8.066e-06,-168.992,-169.0,259.721533536911
-5.9872e-05,6.756e-06,-167.99,-168.0,261.1376144886017
-6e-05,8.006e-06,-166.991,-167.0,262.5566956996918
-6e-05,7.688e-06,-165.991,-166.0,263.9767768383026
-5.8852e-05,7.756e-06,-164.991,-165.0,265.3958580493927
-5.9362e-05,9.37e-06,-163.99,-164.0,266.81393909454346
-5.8962e-05,7.412e-06,-162.991,-163.0,268.2370204925537
-5.7528e-05,7.922e-06,-161.99,-162.0,269.65210151672363
-5.5996e-05,8.466e-06,-160.991,-161.0,271.0711827278137
-5.706e-05,7.896e-06,-159.99,-160.0,272.4892637729645
-5.6578e-05,7.212e-06,-158.991,-159.0,273.91034507751465
-5.6104e-05,7.742e-06,-157.991,-158.0,275.32942628860474
-5.5034e-05,8.672e-06,-156.991,-157.0,276.74150681495667
-5.4606e-05,8.664e-06,-155.99,-156.0,278.159588098526
-5.4084e-05,7.854e-06,-154.991,-155.0,279.5766689777374
-5.3752e-05,7.738e-06,-153.991,-154.0,281.0037508010864
-5.3322e-05,8.308e-06,-152.991,-153.0,282.4248321056366
-5.2696e-05,8.628e-06,-151.99,-152.0,283.8439133167267
-5.1044e-05,8.344e-06,-150.991,-151.0,285.2659945487976
-5.0122e-05,7.6e-06,-149.99,-150.0,286.69307589530945
-5.1022e-05,8.37e-06,-148.991,-149.0,288.11015701293945
-4.9236e-05,9.674e-06,-147.99,-148.0,289.5382387638092
-4.7574e-05,8.694e-06,-146.991,-147.0,290.9743208885193
-4.903e-05,8.134e-06,-145.991,-146.0,292.3844017982483
-4.898e-05,8.098e-06,-144.992,-145.0,293.8084831237793
-4.677e-05,8.702e-06,-143.99,-144.0,295.2325644493103
-4.7238e-05,8.174e-06,-142.991,-143.0,296.6546459197998
-4.544e-05,8.848e-06,-141.991,-142.0,298.0667266845703
-4.5528e-05,9.85e-06,-140.991,-141.0,299.48180770874023
-4.3454e-05,8.466e-06,-139.99,-140.0,300.906888961792
-4.315e-05,8.752e-06,-138.992,-139.0,302.323970079422
-4.1858e-05,9.91e-06,-137.991,-138.0,303.7350506782532
-4.2554e-05,8.532e-06,-136.991,-137.0,305.14913177490234
-4.0852e-05,9.072e-06,-135.991,-136.0,306.5702130794525
-3.9088e-05,9.212e-06,-134.991,-135.0,307.992294549942
-3.888e-05,8.994e-06,-133.991,-134.0,309.4053752422333
-3.7474e-05,9.31e-06,-132.991,-133.0,310.8154556751251
-3.797e-05,9.31e-06,-131.991,-132.0,312.23353695869446
-3.6024e-05,9.136e-06,-130.992,-131.0,313.64761781692505
-3.465e-05,9.358e-06,-129.991,-130.0,315.06469893455505
-3.378e-05,9.306e-06,-128.992,-129.0,316.486780166626
-3.433e-05,9.162e-06,-127.991,-128.0,317.9088613986969
-3.2806e-05,1.0022e-05,-126.992,-127.0,319.3359432220459
-3.289e-05,9.744e-06,-125.991,-126.0,320.7580244541168
-3.203e-05,9.226e-06,-124.992,-125.0,322.1821060180664
-3.0754e-05,9.372e-06,-123.99,-124.0,323.60518741607666
-3.2014e-05,8.782e-06,-122.991,-123.0,325.03126883506775
-2.9842e-05,1.051e-05,-121.992,-122.0,326.447350025177
-3.036e-05,1.0228e-05,-120.992,-121.0,327.8564305305481
-2.7694e-05,1.0136e-05,-119.99,-120.0,329.26951146125793
-2.9374e-05,1.1202e-05,-118.991,-119.0,330.69359278678894
-2.7114e-05,9.384e-06,-117.991,-118.0,332.12067437171936
-2.8048e-05,8.97e-06,-116.991,-117.0,333.53975558280945
-2.7434e-05,9.192e-06,-115.99,-116.0,334.96183681488037
-2.4896e-05,1.025e-05,-114.991,-115.0,336.38891863822937
-2.626e-05,9.684e-06,-113.991,-114.0,337.81700015068054
-2.5774e-05,9.974e-06,-112.991,-113.0,339.23208117485046
-2.4462e-05,8.962e-06,-111.991,-112.0,340.6601629257202
-2.4862e-05,1.0544e-05,-110.992,-111.0,342.08324432373047
-2.43e-05,9.668e-06,-109.991,-110.0,343.5003252029419
-2.3184e-05,9.448e-06,-108.991,-109.0,344.90840578079224
-2.2736e-05,9.888e-06,-107.99,-108.0,346.31848669052124
-2.3138e-05,1.1026e-05,-106.992,-107.0,347.73456740379333
-2.261e-05,1.0038e-05,-105.991,-106.0,349.1526484489441
-2.2048e-05,8.824e-06,-104.991,-105.0,350.5697295665741
-2.2334e-05,1.1076e-05,-103.991,-104.0,351.99081087112427
-2.1578e-05,1.0228e-05,-102.992,-103.0,353.40989208221436
-2.1676e-05,8.68e-06,-101.991,-102.0,354.83297324180603
-2.1118e-05,8.68e-06,-100.992,-101.0,356.25005435943604
-2.015e-05,9.404e-06,-99.991,-100.0,357.67313599586487
-2.0706e-05,1.0332e-05,-98.991,-99.0,359.09421730041504
-2.1752e-05,8.936e-06,-97.991,-98.0,360.5132985115051
-1.9952e-05,1.0486e-05,-96.992,-97.0,361.9313795566559
-2.0234e-05,1.0744e-05,-95.99,-96.0,363.3434600830078
-1.9106e-05,9.638e-06,-94.992,-95.0,364.76354146003723
-1.939e-05,1.0618e-05,-93.991,-94.0,366.17862248420715
-2.1022e-05,1.0176e-05,-92.991,-93.0,367.59970355033875
-2.012e-05,1.0104e-05,-91.991,-92.0,369.0227851867676
-2.0732e-05,1.0274e-05,-90.992,-91.0,370.4558672904968
