#Procedure: <daedalus.procedures.STFMRProcedure.STFMRProcedure>
#Parameters:
#	Magnet Calibration Filename: ./calibrations/icarus
#	DC Bias Current: 0 A
#	Delay: 0.3 s
#	Magnetic Field Azimuthal Angle: 45 deg
#	Magnetic Field Polar Angle: 0 deg
#	End Magnetic Field: 0.2 T
#	Start Magnetic Field: 0 T
#	Magnetic Field Step: 0.0005 T
#	Swap Field: False
#	Time Queued: 10:28am 2019-07-04
#	RF Frequency: 5 GHz
#	RF Power: 25 dBmW
#	Sample Name: CE6_C3
#	Lockin Sensitivity: 5e-06 V
#	Probe Station Name: Icarus
#	Lockin Time Constant: 0.1 s
#	Use Bias Current: False
#Data:
X,Y,field_strength,elapsed_time
-2.385e-06,-2.8735e-06,0.2,3.084176540374756
-2.5805e-06,-4.012e-06,0.1995,3.5342020988464355
-2.4905e-06,-3.544e-06,0.199,3.9972286224365234
-8.29e-07,-3.7895e-06,0.1985,4.463255167007446
-2.9125e-06,-2.7895e-06,0.198,4.913280963897705
-1.231e-06,-3.1605e-06,0.1975,5.366307020187378
-2.0645e-06,-3.757e-06,0.197,5.828333377838135
-2.024e-06,-2.6675e-06,0.1965,6.286359786987305
-2.539e-06,-3.1385e-06,0.196,6.736385345458984
-1.9565e-06,-4.3215e-06,0.1955,7.189411163330078
-1.035e-06,-2.9155e-06,0.195,7.649437665939331
-2.573e-06,-3.9035e-06,0.1945,8.114464282989502
-1.1805e-06,-4.074e-06,0.194,8.56348967552185
-1.129e-06,-3.765e-06,0.1935,9.021515846252441
-2.5245e-06,-3.4865e-06,0.193,9.482542514801025
-2.053e-06,-3.295e-06,0.1925,9.945569038391113
-1.885e-06,-3.3795e-06,0.192,10.395594596862793
-1.2245e-06,-2.4455e-06,0.1915,10.849620580673218
-2.3795e-06,-2.558e-06,0.191,11.30964708328247
-8.675e-07,-1.804e-06,0.1905,11.77267336845398
-2.783e-06,-3.556e-06,0.19,12.221698999404907
-3.894e-06,-3.2055e-06,0.1895,12.680725336074829
-2.0075e-06,-3.3375e-06,0.189,13.153752326965332
-2.372e-06,-3.2595e-06,0.1885,13.618778944015503
-1.3435e-06,-3.166e-06,0.188,14.077805280685425
-8.455e-07,-2.898e-06,0.1875,14.535831451416016
-2.513e-06,-3.013e-06,0.187,14.997857809066772
-2.063e-06,-2.5925e-06,0.1865,15.449883937835693
-1.814e-06,-2.9455e-06,0.186,15.90390944480896
-2.2695e-06,-3.8095e-06,0.1855,16.358935832977295
-1.803e-06,-3.2e-06,0.185,16.8269624710083
-2.228e-06,-3.493e-06,0.1845,17.27098798751831
-1.5415e-06,-2.7175e-06,0.184,17.723013877868652
-1.658e-06,-2.5035e-06,0.1835,18.18503999710083
-2.2045e-06,-3.3375e-06,0.183,18.647066593170166
-1.942e-06,-3.489e-06,0.1825,19.09309196472168
-7.84e-07,-2.6865e-06,0.182,19.542117834091187
-3.227e-06,-2.9925e-06,0.1815,20.00214409828186
-1.165e-06,-3.3255e-06,0.181,20.4661705493927
-1.5485e-06,-3.651e-06,0.1805,20.928197145462036
-1.158e-06,-4.0065e-06,0.18,21.377222776412964
-7.01e-07,-2.5465e-06,0.1795,21.837249040603638
-2.041e-06,-2.555e-06,0.179,22.305275917053223
-2.098e-06,-4.4685e-06,0.1785,22.75330138206482
-1.0035e-06,-3.336e-06,0.178,23.209327459335327
-2.313e-06,-3.156e-06,0.1775,23.667353868484497
-1.3915e-06,-3.0775e-06,0.177,24.131380081176758
-2.07e-06,-2.766e-06,0.1765,24.581406116485596
-2.1235e-06,-2.42e-06,0.176,25.03343176841736
-9.965e-07,-2.9065e-06,0.17550000000000002,25.500458478927612
-1.629e-06,-3.764e-06,0.17500000000000002,25.958484649658203
-1.8345e-06,-2.795e-06,0.17450000000000002,26.40851068496704
-1.026e-06,-3.2765e-06,0.17400000000000002,26.867536783218384
-2.2775e-06,-2.999e-06,0.17350000000000002,27.326562881469727
-2.162e-06,-4.0045e-06,0.17300000000000001,27.797590017318726
-1.632e-06,-2.9125e-06,0.17250000000000001,28.24461555480957
-1.5525e-06,-2.261e-06,0.17200000000000001,28.703641891479492
-2.0705e-06,-3.366e-06,0.1715,29.171668767929077
-1.947e-06,-3.429e-06,0.171,29.63669514656067
-2.066e-06,-2.803e-06,0.1705,30.090721130371094
-1.7175e-06,-2.8635e-06,0.17,30.554747581481934
-9.01e-07,-3.787e-06,0.1695,31.027774572372437
-1.75e-06,-2.791e-06,0.169,31.48180055618286
-1.7865e-06,-4.3575e-06,0.1685,31.9508273601532
-6.23e-07,-2.8815e-06,0.168,32.41885423660278
-1.8265e-06,-3.0935e-06,0.1675,32.878880739212036
-1.631e-06,-3.122e-06,0.167,33.33290648460388
-1.6065e-06,-3.47e-06,0.1665,33.799933195114136
-1.623e-06,-2.9785e-06,0.166,34.270960330963135
-1.668e-06,-3.6505e-06,0.1655,34.720986127853394
-1.144e-06,-3.205e-06,0.165,35.17501211166382
-1.827e-06,-2.576e-06,0.1645,35.63403820991516
-2.245e-06,-3.1365e-06,0.164,36.10906529426575
-1.5285e-06,-2.3875e-06,0.1635,36.558090925216675
-2.3735e-06,-2.124e-06,0.163,37.02111768722534
-1.7465e-06,-2.892e-06,0.1625,37.480143785476685
-1.908e-06,-3.1415e-06,0.162,37.9441704750061
-1.605e-06,-2.8315e-06,0.1615,38.39319586753845
-1.852e-06,-2.9235e-06,0.161,38.852222204208374
-4.64e-07,-2.062e-06,0.1605,39.311248540878296
-8.91e-07,-2.928e-06,0.16,39.78027534484863
-1.345e-06,-3.235e-06,0.1595,40.23030114173889
-1.315e-06,-2.563e-06,0.159,40.689327239990234
-1.943e-06,-4.347e-06,0.1585,41.1593542098999
-1.908e-06,-3.8555e-06,0.158,41.612380027770996
-2.035e-06,-2.871e-06,0.1575,42.0614058971405
-1.0755e-06,-2.627e-06,0.157,42.52443242073059
-1.1425e-06,-1.7095e-06,0.1565,42.997459411621094
-2.2725e-06,-3.3965e-06,0.156,43.45748567581177
-1.863e-06,-2.941e-06,0.1555,43.926512241363525
-1.862e-06,-3.3235e-06,0.155,44.40353965759277
-2.107e-06,-3.15e-06,0.1545,44.86056590080261
-2.005e-06,-2.4785e-06,0.154,45.30959177017212
-1.5005e-06,-3.558e-06,0.1535,45.778618574142456
-1.521e-06,-3.5725e-06,0.153,46.24664521217346
-1.3845e-06,-4.9e-06,0.1525,46.70467138290405
-7.665e-07,-4.144e-06,0.152,47.16069746017456
-7.22e-07,-3.3955e-06,0.1515,47.61872339248657
-1.662e-06,-2.524e-06,0.151,48.08275008201599
-2.2635e-06,-2.726e-06,0.1505,48.55177688598633
-6.065e-07,-2.897e-06,0.15,49.01880359649658
-1.3155e-06,-3.304e-06,0.1495,49.49083065986633
-1.6025e-06,-3.683e-06,0.149,49.94485664367676
-2.296e-06,-3.866e-06,0.1485,50.407883167266846
-2.2185e-06,-3.0985e-06,0.148,50.871909856796265
-5.93e-07,-3.516e-06,0.1475,51.34593677520752
-1.699e-06,-2.5215e-06,0.147,51.80496335029602
-2.294e-06,-3.252e-06,0.1465,52.26398944854736
-1.684e-06,-2.744e-06,0.146,52.737016439437866
-8.645e-07,-3.7805e-06,0.1455,53.186042070388794
-1.7445e-06,-3.478e-06,0.145,53.665069580078125
-2.313e-06,-3.297e-06,0.1445,54.14009666442871
-2.6665e-06,-3.004e-06,0.14400000000000002,54.58812236785889
