#Procedure: <daedalus.procedures.STFMRProcedure.STFMRProcedure>
#Parameters:
#	Magnet Calibration Filename: ./calibrations/icarus
#	DC Bias Current: 0 A
#	Delay: 0.3 s
#	Magnetic Field Azimuthal Angle: 45 deg
#	Magnetic Field Polar Angle: 0 deg
#	End Magnetic Field: 0.2 T
#	Start Magnetic Field: 0 T
#	Magnetic Field Step: 0.0005 T
#	Swap Field: True
#	Time Queued: 09:18am 2019-07-04
#	RF Frequency: 7 GHz
#	RF Power: 23 dBmW
#	Sample Name: test
#	Lockin Sensitivity: 5e-06 V
#	Probe Station Name: Icarus
#	Lockin Time Constant: 0.1 s
#	Use Bias Current: False
#Data:
X,Y,field_strength,elapsed_time
8.09e-07,-4.944e-06,0.2,4.258243799209595
9.415e-07,-5.854e-06,0.1995,4.709269285202026
1.584e-06,-6.018e-06,0.199,5.297302961349487
4.755e-07,-5.403e-06,0.1985,5.81733250617981
8.855e-07,-5.9145e-06,0.198,6.327361822128296
4.885e-07,-5.4525e-06,0.1975,6.92439603805542
8.135e-07,-5.32e-06,0.197,7.431425094604492
7.815e-07,-4.875e-06,0.1965,7.9444544315338135
-2.97e-07,-5.331e-06,0.196,8.516487121582031
4.515e-07,-5.478e-06,0.1955,8.956512451171875
3.13e-07,-6.448e-06,0.195,9.535545349121094
4.855e-07,-5.3655e-06,0.1945,9.992571592330933
-1.665e-07,-5.669e-06,0.194,10.574604988098145
9e-09,-5.2425e-06,0.1935,11.086634159088135
4.495e-07,-5.135e-06,0.193,11.592663049697876
8.905e-07,-6.0605e-06,0.1925,12.16969609260559
7.955e-07,-5.8915e-06,0.192,12.610721349716187
1.275e-07,-4.462e-06,0.1915,13.19275450706482
6.54e-07,-6.282e-06,0.191,13.710784196853638
1.819e-06,-5.2325e-06,0.1905,14.226813793182373
2.141e-06,-4.6175e-06,0.19,14.725842237472534
1.088e-06,-4.743e-06,0.1895,15.249872207641602
3.195e-07,-6.1175e-06,0.189,15.831905364990234
-1.425e-07,-5.9395e-06,0.1885,16.276930809020996
5.78e-07,-4.361e-06,0.188,16.854964017868042
-1.71e-07,-4.398e-06,0.1875,17.35899305343628
7.71e-07,-5.9555e-06,0.187,17.8790225982666
6.175e-07,-5.63e-06,0.1865,18.388051748275757
6.685e-07,-5.3565e-06,0.186,18.99708652496338
4.63e-07,-5.8325e-06,0.1855,19.506115674972534
-4.26e-07,-5.173e-06,0.185,20.074148178100586
2.3635e-06,-5.7345e-06,0.1845,20.525174140930176
-2.1e-08,-5.259e-06,0.184,21.10720729827881
-5.505e-07,-5.601e-06,0.1835,21.62723708152771
3e-07,-5.229e-06,0.183,22.136265993118286
4.31e-07,-5.2885e-06,0.1825,22.723299741744995
5.49e-07,-5.2955e-06,0.182,23.174325704574585
6.36e-07,-5.6225e-06,0.1815,23.748358249664307
1.256e-06,-5.9525e-06,0.181,24.26238775253296
6.895e-07,-6.314e-06,0.1805,24.776417016983032
1.043e-06,-5.225e-06,0.18,25.358450174331665
1.6685e-06,-6.505e-06,0.1795,25.798475742340088
1.0075e-06,-4.803e-06,0.179,26.370508432388306
1.1535e-06,-5.9655e-06,0.1785,26.811533451080322
-2.29e-07,-6.0905e-06,0.178,27.400567054748535
3.35e-07,-4.7075e-06,0.1775,27.90959620475769
1.0245e-06,-5.3915e-06,0.177,28.418625354766846
6.62e-07,-6.217e-06,0.1765,28.93365478515625
4.05e-07,-5.5815e-06,0.176,29.46068525314331
7.775e-07,-5.4715e-06,0.17550000000000002,30.034717798233032
2.092e-06,-5.022e-06,0.17500000000000002,30.543746948242188
5.54e-07,-5.5155e-06,0.17450000000000002,31.052776098251343
1.105e-07,-4.0585e-06,0.17400000000000002,31.691812753677368
4.56e-07,-5.4015e-06,0.17350000000000002,32.30884790420532
1.3275e-06,-5.6215e-06,0.17300000000000001,32.87888050079346
1.6655e-06,-6.1345e-06,0.17250000000000001,33.382909297943115
1.785e-07,-5.6415e-06,0.17200000000000001,33.89693880081177
1.946e-06,-5.299e-06,0.1715,34.40596795082092
8.25e-08,-4.887e-06,0.171,34.92399764060974
4.025e-07,-7.114e-06,0.1705,35.47402882575989
7.59e-07,-6.758e-06,0.17,35.92205452919006
2.3e-07,-5.8635e-06,0.1695,36.4920871257782
1.9615e-06,-5.002e-06,0.169,36.94511318206787
8.25e-08,-4.8405e-06,0.1685,37.52314615249634
-5.48e-07,-5.364e-06,0.168,37.97517228126526
