#Procedure: <daedalus.procedures.AMRProcedure.AMRAngProcedure>
#Parameters:
#	Applied Sample Voltage: 0.1 V
#	Magnet Calibration Filename: ./calibrations/icarus
#	Delay: 0.3 s
#	End Azimuthal Field: 176 deg
#	Start Azimuthal Field: -173 deg
#	Azimuthal Field Step: 1 deg
#	Magnetic Field Polar Angle: 0 deg
#	Field Strength: 0.02 T
#	Time Queued: 01:48pm 2019-07-04
#	Sample Name: CE6_STFMRC3
#	Lockin Sensitivity: 5e-05 V
#	Probe Station Name: Icarus
#	Lockin Time Constant: 0.1 s
#	Wheatstone R1 Fixed Resistance: 3880 Ohm
#	Wheatstone R2 Variable Resistance: 234.51 Ohm
#	Wheatstone R3 Fixed Resistance: 3960 Ohm
#Data:
X,Y,field_azimuth_measured,field_azimuth,elapsed_time
-6.3815e-05,6.78e-06,-173.009,-173.0,276.9508407115936
-6.4135e-05,7.03e-06,-171.99,-172.0,278.40492367744446
-6.3365e-05,8.185e-06,-170.99,-171.0,279.83100509643555
-6.438e-05,8.385e-06,-169.991,-170.0,281.25108671188354
-6.343e-05,8.255e-06,-168.993,-169.0,282.6741678714752
-6.2195e-05,7.405e-06,-167.99,-168.0,284.09924936294556
-6.1935e-05,8.955e-06,-166.991,-167.0,285.5203306674957
-6.261e-05,7.1e-06,-165.991,-166.0,286.94941234588623
-6.205e-05,8.355e-06,-164.991,-165.0,288.36449337005615
-6.1025e-05,7.385e-06,-163.99,-164.0,289.7895748615265
-5.9805e-05,7.575e-06,-162.991,-163.0,291.2066559791565
-6.074e-05,8.35e-06,-161.991,-162.0,292.6237370967865
-6.01e-05,7.575e-06,-160.996,-161.0,294.12782311439514
-5.884e-05,9.565e-06,-159.99,-160.0,295.5439040660858
-5.911e-05,8.735e-06,-158.991,-159.0,296.9619851112366
-5.772e-05,7.93e-06,-157.991,-158.0,298.36906576156616
-5.765e-05,8.41e-06,-156.991,-157.0,299.78514671325684
-5.6095e-05,8.315e-06,-155.99,-156.0,301.2052278518677
-5.6265e-05,7.845e-06,-154.992,-155.0,302.62630915641785
-5.5525e-05,8.24e-06,-153.991,-154.0,304.047390460968
-5.4995e-05,8.335e-06,-152.991,-153.0,305.4654715061188
-5.3695e-05,7.67e-06,-151.99,-152.0,306.8895528316498
-5.363e-05,9.635e-06,-150.992,-151.0,308.3066339492798
-5.294e-05,8.765e-06,-149.991,-150.0,309.7187149524689
-5.3e-05,8.04e-06,-148.992,-149.0,311.14379620552063
-5.162e-05,8.28e-06,-147.99,-148.0,312.5528767108917
-5.158e-05,8.155e-06,-146.992,-147.0,313.9719579219818
-5.034e-05,8.465e-06,-145.991,-146.0,315.40003967285156
-4.926e-05,7.815e-06,-144.992,-145.0,316.82212114334106
-4.798e-05,7.665e-06,-143.99,-144.0,318.24620270729065
-4.709e-05,7.53e-06,-142.991,-143.0,319.66228342056274
-4.687e-05,9.585e-06,-141.991,-142.0,321.07736444473267
-4.697e-05,8.555e-06,-140.992,-141.0,322.5094463825226
-4.622e-05,1.0005e-05,-139.991,-140.0,323.9365282058716
-4.446e-05,8.21e-06,-138.992,-139.0,325.3586094379425
-4.466e-05,9.065e-06,-137.991,-138.0,326.80069184303284
-4.251e-05,7.985e-06,-136.992,-137.0,328.2317736148834
-4.332e-05,9.1e-06,-135.991,-136.0,329.6678559780121
-4.1445e-05,8.445e-06,-134.992,-135.0,331.106938123703
-4.017e-05,9.33e-06,-133.991,-134.0,332.53301978111267
-3.9885e-05,8.59e-06,-132.991,-133.0,333.96110129356384
-3.911e-05,8.335e-06,-131.991,-132.0,335.37618231773376
-3.7405e-05,8.75e-06,-130.992,-131.0,336.799263715744
-3.632e-05,8.99e-06,-129.991,-130.0,338.2323455810547
-3.6705e-05,7.58e-06,-128.991,-129.0,339.6454265117645
-3.581e-05,9.02e-06,-127.991,-128.0,341.0595073699951
-3.533e-05,8.85e-06,-126.992,-127.0,342.4735882282257
-3.577e-05,8.72e-06,-125.991,-126.0,343.89566946029663
-3.4115e-05,9.03e-06,-124.992,-125.0,345.31875109672546
-3.4055e-05,1.085e-05,-123.991,-124.0,346.72983169555664
-3.276e-05,8.41e-06,-122.991,-123.0,348.1479127407074
-3.197e-05,9.33e-06,-121.991,-122.0,349.5669939517975
-3.056e-05,9.87e-06,-120.992,-121.0,350.99007534980774
-3.1325e-05,9.515e-06,-119.99,-120.0,352.4201571941376
-3.022e-05,8.655e-06,-118.991,-119.0,353.8352382183075
-3.093e-05,9.12e-06,-117.991,-118.0,355.25131916999817
-2.962e-05,9.345e-06,-116.992,-117.0,356.67040038108826
-2.8625e-05,9.755e-06,-115.99,-116.0,358.10148191452026
-2.9315e-05,1.025e-05,-114.992,-115.0,359.5255637168884
-2.817e-05,9.105e-06,-113.991,-114.0,360.95264506340027
-2.6205e-05,9.39e-06,-112.991,-113.0,362.3657259941101
-2.649e-05,9.765e-06,-111.993,-112.0,363.8738121986389
-2.738e-05,1.081e-05,-110.992,-111.0,365.28989338874817
-2.628e-05,8.6e-06,-109.991,-110.0,366.719975233078
