#Procedure: <daedalus.procedures.AMRProcedure.AMRAngProcedure>
#Parameters:
#	Applied Sample Voltage: 0.1 V
#	Magnet Calibration Filename: ./calibrations/icarus
#	Delay: 0.6 s
#	End Azimuthal Field: 173 deg
#	Start Azimuthal Field: -173 deg
#	Azimuthal Field Step: 1 deg
#	Magnetic Field Polar Angle: 0 deg
#	Field Strength: 0.1 T
#	Magnet Calibration Filename: C:\Users\TopMob\daedalus_control\calibrations/icarus
#	Time Queued: 01:23pm 2019-07-03
#	Sample Name: test
#	Lockin Sensitivity: 1e-05 V
#	Probe Station Name: Icarus
#	Lockin Time Constant: 0.2 s
#	Wheatstone R1 Fixed Resistance: 3880 Ohm
#	Wheatstone R2 Variable Resistance: 102.4 Ohm
#	Wheatstone R3 Fixed Resistance: 3960 Ohm
#Data:
X,Y,field_azimuth_measured,field_azimuth,elapsed_time
1.0924e-05,3.195e-06,-173.004,-173.0,198.1303322315216
1.1405e-05,1.4e-06,-171.998,-172.0,199.8634316921234
1.068e-05,2.767e-06,-170.996,-171.0,201.58152985572815
1.0142e-05,1.367e-06,-169.999,-170.0,203.29862809181213
1.0428e-05,2.194e-06,-168.999,-169.0,205.0177264213562
1.1207e-05,2.498e-06,-167.997,-168.0,206.74682545661926
1.0796e-05,2.183e-06,-166.997,-167.0,208.46392345428467
9.747e-06,1.835e-06,-165.995,-166.0,210.19202208518982
9.858e-06,1.834e-06,-164.999,-165.0,211.91612100601196
9.742e-06,2.649e-06,-163.997,-164.0,213.64822006225586
9.506e-06,1.96e-06,-162.998,-163.0,215.37031841278076
8.887e-06,2.315e-06,-161.996,-162.0,217.10441780090332
8.923e-06,1.943e-06,-160.998,-161.0,218.83951687812805
9.182e-06,2.51e-06,-159.998,-160.0,220.5686159133911
9.796e-06,2.114e-06,-159.0,-159.0,222.29671478271484
8.796e-06,1.168e-06,-157.996,-158.0,224.02081322669983
9.329e-06,1.98e-06,-156.997,-157.0,225.75291228294373
8.481e-06,1.23e-06,-156.0,-156.0,227.48101115226746
