#Procedure: <daedalus.procedures.AMRProcedure.AMRAngProcedure>
#Parameters:
#	Applied Sample Voltage: 0.1 V
#	Magnet Calibration Filename: ./calibrations/icarus
#	Delay: 0.3 s
#	End Azimuthal Field: 176 deg
#	Start Azimuthal Field: -173 deg
#	Azimuthal Field Step: 1 deg
#	Magnetic Field Polar Angle: 0 deg
#	Field Strength: 0.15 T
#	Time Queued: 12:40pm 2019-07-04
#	Sample Name: CE6_STFMRC3
#	Lockin Sensitivity: 2e-05 V
#	Probe Station Name: Icarus
#	Lockin Time Constant: 0.1 s
#	Wheatstone R1 Fixed Resistance: 3880 Ohm
#	Wheatstone R2 Variable Resistance: 234.51 Ohm
#	Wheatstone R3 Fixed Resistance: 3960 Ohm
#Data:
X,Y,field_azimuth_measured,field_azimuth,elapsed_time
-6e-05,7.996e-06,-173.009,-173.0,277.0103876590729
-6e-05,8.384e-06,-171.992,-172.0,278.4803898334503
-6e-05,7.78e-06,-170.994,-171.0,279.9503917694092
-6e-05,8.25e-06,-169.992,-170.0,281.43039417266846
-6e-05,8.7e-06,-168.993,-169.0,282.8524742126465
-6e-05,8.128e-06,-167.99,-168.0,284.27655577659607
-6e-05,6.958e-06,-166.991,-167.0,285.7016370296478
-6e-05,8.322e-06,-165.991,-166.0,287.1137180328369
-5.907e-05,7.986e-06,-164.991,-165.0,288.5307991504669
-5.913e-05,8.014e-06,-163.99,-164.0,289.949880361557
-6e-05,7.502e-06,-162.991,-163.0,291.36696124076843
-5.8316e-05,7.016e-06,-161.991,-162.0,292.78404235839844
-5.8444e-05,7.212e-06,-160.991,-161.0,294.1951229572296
-5.7338e-05,8.962e-06,-159.99,-160.0,295.6142041683197
-5.7358e-05,8.606e-06,-158.991,-159.0,297.02728509902954
-5.6952e-05,8.356e-06,-157.99,-158.0,298.4353656768799
-5.673e-05,7.088e-06,-156.991,-157.0,299.85144662857056
-5.607e-05,7.138e-06,-155.99,-156.0,301.2725279331207
-5.525e-05,7.926e-06,-154.992,-155.0,302.6906089782715
-5.3772e-05,8.11e-06,-153.991,-154.0,304.1006896495819
-5.3458e-05,8.444e-06,-152.991,-153.0,305.5197706222534
-5.3732e-05,7.148e-06,-151.99,-152.0,306.9438524246216
-5.1718e-05,8.696e-06,-150.991,-151.0,308.36093306541443
-5.189e-05,8.246e-06,-149.991,-150.0,309.77901434898376
-5.0598e-05,7.472e-06,-148.991,-149.0,311.20509600639343
-4.9256e-05,7.842e-06,-147.99,-148.0,312.6281774044037
-5.083e-05,8.622e-06,-146.991,-147.0,314.0482585430145
-4.839e-05,9.282e-06,-145.991,-146.0,315.4643394947052
-4.7466e-05,8.76e-06,-144.992,-145.0,316.88042068481445
-4.6296e-05,9.192e-06,-143.99,-144.0,318.3035018444061
-4.5904e-05,9.044e-06,-142.991,-143.0,319.73158383369446
-4.4644e-05,8.776e-06,-141.991,-142.0,321.14266443252563
-4.4234e-05,7.614e-06,-140.992,-141.0,322.55974555015564
-4.4548e-05,8.43e-06,-139.99,-140.0,323.97682642936707
-4.313e-05,8.354e-06,-138.992,-139.0,325.4019079208374
-4.1704e-05,9.14e-06,-137.991,-138.0,326.8309898376465
-4.2536e-05,9.842e-06,-136.992,-137.0,328.2610716819763
-4.1332e-05,9.168e-06,-135.99,-136.0,329.6861529350281
-4.057e-05,8.146e-06,-134.991,-135.0,331.11023449897766
-4.0768e-05,8.478e-06,-133.991,-134.0,332.528315782547
-3.92e-05,8.97e-06,-132.991,-133.0,333.95539712905884
-3.8316e-05,9.264e-06,-131.99,-132.0,335.376478433609
-3.7982e-05,9.018e-06,-130.992,-131.0,336.79455971717834
-3.8344e-05,1.0854e-05,-129.991,-130.0,338.2016398906708
-3.6178e-05,9.186e-06,-128.995,-129.0,339.705726146698
-3.5708e-05,1.0192e-05,-127.99,-128.0,341.11380672454834
-3.6262e-05,7.944e-06,-126.992,-127.0,342.53088760375977
-3.4244e-05,1.0064e-05,-125.991,-126.0,343.9439685344696
-3.3594e-05,1.0082e-05,-124.992,-125.0,345.3700499534607
-3.3336e-05,8.628e-06,-123.991,-124.0,346.79113149642944
-3.1966e-05,9.124e-06,-122.992,-123.0,348.2062122821808
-3.2644e-05,9.866e-06,-121.991,-122.0,349.62429332733154
-3.082e-05,9.672e-06,-120.991,-121.0,351.0373742580414
-3.0282e-05,8.566e-06,-119.99,-120.0,352.4674561023712
-2.8406e-05,1.0276e-05,-118.991,-119.0,353.8815369606018
-2.959e-05,1.0996e-05,-117.991,-118.0,355.3036184310913
-2.7222e-05,1.0274e-05,-116.992,-117.0,356.71569895744324
-2.843e-05,9.49e-06,-115.99,-116.0,358.1217794418335
-2.7464e-05,9.434e-06,-114.992,-115.0,359.5308599472046
-2.609e-05,9.132e-06,-113.991,-114.0,360.9429409503937
-2.6236e-05,1.1444e-05,-112.991,-113.0,362.35402154922485
-2.7136e-05,1.0452e-05,-111.99,-112.0,363.7591018676758
-2.5734e-05,9.476e-06,-110.992,-111.0,365.1781828403473
-2.457e-05,9.526e-06,-109.991,-110.0,366.59226393699646
-2.4788e-05,1.0628e-05,-108.991,-109.0,368.00634479522705
-2.2732e-05,1.0674e-05,-107.991,-108.0,369.4154255390167
-2.3736e-05,9.372e-06,-106.992,-107.0,370.83950686454773
-2.423e-05,9.87e-06,-105.991,-106.0,372.27658915519714
-2.5132e-05,9.802e-06,-104.991,-105.0,373.69567036628723
-2.3048e-05,9.726e-06,-103.991,-104.0,375.11275124549866
-2.2522e-05,1.0924e-05,-102.991,-103.0,376.5308322906494
-2.2874e-05,1.0138e-05,-101.991,-102.0,377.94491314888
-2.1312e-05,1.0926e-05,-100.991,-101.0,379.3569941520691
-2.0964e-05,1.1438e-05,-99.991,-100.0,380.7810754776001
-2.2152e-05,9.942e-06,-98.991,-99.0,382.1981565952301
-2.2036e-05,1.074e-05,-97.991,-98.0,383.6142375469208
-2.2576e-05,9.454e-06,-96.992,-97.0,385.0263183116913
-2.1136e-05,8.622e-06,-95.991,-96.0,386.44439935684204
-2.0494e-05,9.522e-06,-94.991,-95.0,387.8604805469513
-2.1856e-05,1.001e-05,-93.992,-94.0,389.28856205940247
-2.1116e-05,9.668e-06,-92.991,-93.0,390.700642824173
-2.047e-05,1.0058e-05,-91.991,-92.0,392.11272382736206
-2.0268e-05,1.0168e-05,-90.992,-91.0,393.53180480003357
-2.1278e-05,1.0518e-05,-89.991,-90.0,394.958886384964
-2.1442e-05,1.0996e-05,-88.992,-89.0,396.37896752357483
-2.2078e-05,1.0422e-05,-87.991,-88.0,397.79404854774475
-2.1746e-05,1.0406e-05,-86.992,-87.0,399.21613001823425
-2.2156e-05,9.87e-06,-85.991,-86.0,400.6322109699249
-2.1694e-05,1.0236e-05,-84.991,-85.0,402.05429220199585
-2.1924e-05,1.0668e-05,-83.991,-84.0,403.47337341308594
