#Procedure: <daedalus.procedures.AMRProcedure.AMRAngProcedure>
#Parameters:
#	Applied Sample Voltage: 0.1 V
#	Magnet Calibration Filename: ./calibrations/icarus
#	Delay: 0.3 s
#	End Azimuthal Field: 176 deg
#	Start Azimuthal Field: 0 deg
#	Azimuthal Field Step: 5 deg
#	Magnetic Field Polar Angle: 0 deg
#	Field Strength: 0.1 T
#	Time Queued: 12:38pm 2019-07-04
#	Sample Name: CE6_STFMRC3
#	Lockin Sensitivity: 2e-05 V
#	Probe Station Name: Icarus
#	Lockin Time Constant: 0.1 s
#	Wheatstone R1 Fixed Resistance: 3880 Ohm
#	Wheatstone R2 Variable Resistance: 234.51 Ohm
#	Wheatstone R3 Fixed Resistance: 3960 Ohm
#Data:
X,Y,field_azimuth_measured,field_azimuth,elapsed_time
-5.858e-05,7.248e-06,-0.007,0.0,0.6700010299682617
-5.8692e-05,8.532e-06,5.008,5.0,5.29426383972168
-5.559e-05,7.108e-06,10.006,10.0,9.990532398223877
-5.5268e-05,8.844e-06,15.004,15.0,14.664799928665161
-5.3486e-05,7.88e-06,20.004,20.0,19.351068019866943
-5.0352e-05,8.62e-06,25.003,25.0,24.05233669281006
-4.5054e-05,8.524e-06,30.006,30.0,28.75960612297058
-4.2538e-05,7.772e-06,35.004,35.0,33.43887376785278
-3.9786e-05,7.932e-06,40.006,40.0,38.13714241981506
-3.4628e-05,9.066e-06,45.008,45.0,42.76040697097778
-3.065e-05,9.836e-06,50.008,50.0,47.37867093086243
-2.8062e-05,9.634e-06,55.005,55.0,52.069939374923706
-2.4674e-05,9.896e-06,60.008,60.0,56.767208099365234
-2.2436e-05,8.79e-06,65.007,65.0,61.465476751327515
-2.02e-05,9.808e-06,70.008,70.0,66.15674495697021
-1.9336e-05,1.0842e-05,75.005,75.0,70.84701323509216
-1.7382e-05,9.56e-06,80.006,80.0,75.54928207397461
-1.707e-05,9.728e-06,85.007,85.0,80.24455070495605
-1.628e-05,9.174e-06,90.006,90.0,84.94681978225708
-1.8014e-05,1.112e-05,95.008,95.0,89.58008480072021
-1.999e-05,1.005e-05,100.008,100.0,94.28235387802124
-2.2614e-05,9.114e-06,105.006,105.0,98.97962260246277
-2.3804e-05,9.782e-06,110.008,110.0,103.66289019584656
-2.6888e-05,9.938e-06,115.007,115.0,108.35515856742859
-3.0366e-05,1.0232e-05,120.008,120.0,113.05242729187012
-3.44e-05,8.278e-06,125.008,125.0,117.74969577789307
-3.7168e-05,8.604e-06,130.008,130.0,122.4179630279541
-4.1148e-05,8.774e-06,135.006,135.0,127.1312325000763
-4.4734e-05,9.664e-06,140.008,140.0,131.7684977054596
-4.7844e-05,8.402e-06,145.007,145.0,136.4607663154602
-5.2924e-05,8.788e-06,150.007,150.0,141.1220326423645
-5.3598e-05,8.548e-06,155.008,155.0,145.8113009929657
-5.7594e-05,7.496e-06,160.008,160.0,150.50956964492798
-5.9958e-05,8.522e-06,165.008,165.0,155.17583656311035
-6e-05,7.702e-06,170.008,170.0,159.86810517311096
-6e-05,7.85e-06,172.387,175.0,162.26924228668213
-6e-05,7.222e-06,172.375,176.0,162.74026942253113
