#Procedure: <daedalus.procedures.AMRProcedure.AMRAngProcedure>
#Parameters:
#	Applied Sample Voltage: 0.1 V
#	Magnet Calibration Filename: ./calibrations/icarus
#	Delay: 0.3 s
#	End Azimuthal Field: 176 deg
#	Start Azimuthal Field: -173 deg
#	Azimuthal Field Step: 1 deg
#	Magnetic Field Polar Angle: 0 deg
#	Field Strength: 0.04 T
#	Time Queued: 01:48pm 2019-07-04
#	Sample Name: CE6_STFMRC3
#	Lockin Sensitivity: 5e-05 V
#	Probe Station Name: Icarus
#	Lockin Time Constant: 0.1 s
#	Wheatstone R1 Fixed Resistance: 3880 Ohm
#	Wheatstone R2 Variable Resistance: 234.51 Ohm
#	Wheatstone R3 Fixed Resistance: 3960 Ohm
#Data:
X,Y,field_azimuth_measured,field_azimuth,elapsed_time
-6.6065e-05,6.72e-06,-173.009,-173.0,276.9548408985138
-6.408e-05,7.335e-06,-171.99,-172.0,278.4059238433838
-6.4545e-05,7.09e-06,-170.99,-171.0,279.8210048675537
-6.4075e-05,6.7e-06,-169.991,-170.0,281.24308609962463
-6.442e-05,7.705e-06,-168.992,-169.0,282.6621673107147
-6.3105e-05,7.645e-06,-167.99,-168.0,284.0882489681244
-6.3775e-05,7.84e-06,-166.991,-167.0,285.5053300857544
-6.211e-05,7.305e-06,-165.991,-166.0,286.9144105911255
-6.209e-05,7.73e-06,-164.991,-165.0,288.32549118995667
-6.2065e-05,7.04e-06,-163.99,-164.0,289.74657249450684
-6.152e-05,7.3e-06,-162.991,-163.0,291.1606533527374
-5.987e-05,7.245e-06,-161.991,-162.0,292.58473467826843
-6.0715e-05,7.46e-06,-160.991,-161.0,294.00281596183777
-6.031e-05,7.075e-06,-159.99,-160.0,295.42989778518677
-5.904e-05,7.915e-06,-158.992,-159.0,296.8559789657593
-5.95e-05,7.905e-06,-157.991,-158.0,298.2760605812073
-5.9135e-05,7.735e-06,-156.992,-157.0,299.6981418132782
-5.75e-05,7.07e-06,-155.99,-156.0,301.12122321128845
-5.704e-05,8.305e-06,-154.992,-155.0,302.55330514907837
-5.806e-05,7.225e-06,-153.991,-154.0,303.99638772010803
-5.451e-05,7.835e-06,-152.992,-153.0,305.4244692325592
-5.681e-05,6.895e-06,-151.991,-152.0,306.85555124282837
-5.41e-05,7.56e-06,-150.992,-151.0,308.2926332950592
-5.374e-05,8.47e-06,-149.991,-150.0,309.73571586608887
-5.3385e-05,8.23e-06,-148.991,-149.0,311.1597971916199
-5.331e-05,8.26e-06,-147.991,-148.0,312.5728781223297
-5.2185e-05,7.665e-06,-146.991,-147.0,313.98595905303955
-5.132e-05,8.345e-06,-145.991,-146.0,315.41304063796997
-5.015e-05,6.86e-06,-144.993,-145.0,316.92012667655945
-5.0365e-05,7.495e-06,-143.99,-144.0,318.3412082195282
-4.886e-05,8.155e-06,-142.991,-143.0,319.76428961753845
-4.765e-05,8.955e-06,-141.991,-142.0,321.17737007141113
-4.7585e-05,8.29e-06,-140.992,-141.0,322.5884509086609
-4.6625e-05,7.835e-06,-139.991,-140.0,324.0105323791504
-4.7305e-05,8.265e-06,-138.992,-139.0,325.43061351776123
-4.478e-05,7.96e-06,-137.991,-138.0,326.8536949157715
-4.543e-05,9.365e-06,-136.991,-137.0,328.2767765522003
-4.2935e-05,9.23e-06,-135.991,-136.0,329.6978576183319
-4.192e-05,8e-06,-134.992,-135.0,331.11993885040283
-4.158e-05,8.14e-06,-133.991,-134.0,332.53001952171326
-4.097e-05,8.935e-06,-132.991,-133.0,333.95210099220276
-3.8945e-05,9.635e-06,-131.991,-132.0,335.375182390213
-3.734e-05,8.34e-06,-130.992,-131.0,336.7942636013031
-3.849e-05,8.14e-06,-129.991,-130.0,338.2103445529938
-3.645e-05,9.015e-06,-128.991,-129.0,339.62342524528503
-3.6675e-05,7.99e-06,-127.991,-128.0,341.04050636291504
-3.5995e-05,9.21e-06,-126.992,-127.0,342.4665880203247
-3.4925e-05,8.61e-06,-125.991,-126.0,343.8856692314148
-3.4795e-05,8.985e-06,-124.992,-125.0,345.3147506713867
-3.3475e-05,9.2e-06,-123.991,-124.0,346.7418324947357
-3.3905e-05,9.25e-06,-122.991,-123.0,348.16991424560547
-3.258e-05,8.595e-06,-121.991,-122.0,349.60099625587463
-3.186e-05,9.67e-06,-120.992,-121.0,351.0430784225464
-3.2215e-05,9.625e-06,-119.99,-120.0,352.48216104507446
-3.007e-05,9.52e-06,-118.992,-119.0,353.92224311828613
-3.0495e-05,1.06e-05,-117.991,-118.0,355.36132526397705
-3.079e-05,8.915e-06,-116.995,-117.0,356.86741185188293
-2.911e-05,9.735e-06,-115.991,-116.0,358.2904930114746
-2.8885e-05,9.93e-06,-114.992,-115.0,359.7115743160248
-2.8185e-05,9.42e-06,-113.991,-114.0,361.12565517425537
-2.788e-05,9.475e-06,-112.991,-113.0,362.5437364578247
-2.7485e-05,9.665e-06,-111.991,-112.0,363.96181750297546
-2.759e-05,8.73e-06,-110.992,-111.0,365.3848989009857
-2.768e-05,1.1055e-05,-109.991,-110.0,366.80698013305664
-2.561e-05,9.42e-06,-108.991,-109.0,368.22406125068665
-2.6225e-05,1.078e-05,-107.991,-108.0,369.64314246177673
-2.5655e-05,1.0035e-05,-106.992,-107.0,371.07022404670715
-2.4835e-05,9.515e-06,-105.991,-106.0,372.4903054237366
-2.4955e-05,1.0235e-05,-104.991,-105.0,373.9143867492676
-2.4495e-05,9.4e-06,-103.991,-104.0,375.3264672756195
-2.3075e-05,9.05e-06,-102.991,-103.0,376.73954820632935
-2.478e-05,9.895e-06,-101.991,-102.0,378.1606295108795
-2.311e-05,9.645e-06,-100.992,-101.0,379.57571053504944
-2.4485e-05,1.0585e-05,-99.991,-100.0,380.99779176712036
-2.49e-05,1.0655e-05,-98.991,-99.0,382.4198729991913
-2.456e-05,9.875e-06,-97.991,-98.0,383.8429546356201
-2.4405e-05,1.013e-05,-96.992,-97.0,385.2690360546112
-2.447e-05,1.0605e-05,-95.991,-96.0,386.6931173801422
-2.351e-05,9.245e-06,-94.992,-95.0,388.12119913101196
-2.303e-05,9.74e-06,-93.992,-94.0,389.5582814216614
-2.452e-05,9.93e-06,-92.992,-93.0,390.99436378479004
-2.354e-05,9.485e-06,-91.991,-92.0,392.4214451313019
-2.3295e-05,9.99e-06,-90.992,-91.0,393.8585276603699
-2.396e-05,8.84e-06,-89.991,-90.0,395.29160928726196
-2.375e-05,9.23e-06,-88.992,-89.0,396.73269176483154
-2.3975e-05,1.1895e-05,-87.99,-88.0,398.14177227020264
-2.391e-05,9.97e-06,-86.992,-87.0,399.57585430145264
