#Procedure: <daedalus.procedures.AMRProcedure.AMRAngProcedure>
#Parameters:
#	Applied Sample Voltage: 0.1 V
#	Magnet Calibration Filename: ./calibrations/icarus
#	Delay: 0.3 s
#	End Azimuthal Field: 176 deg
#	Start Azimuthal Field: -173 deg
#	Azimuthal Field Step: 1 deg
#	Magnetic Field Polar Angle: 0 deg
#	Field Strength: 0.01 T
#	Time Queued: 01:48pm 2019-07-04
#	Sample Name: CE6_STFMRC3
#	Lockin Sensitivity: 5e-05 V
#	Probe Station Name: Icarus
#	Lockin Time Constant: 0.1 s
#	Wheatstone R1 Fixed Resistance: 3880 Ohm
#	Wheatstone R2 Variable Resistance: 234.51 Ohm
#	Wheatstone R3 Fixed Resistance: 3960 Ohm
#Data:
X,Y,field_azimuth_measured,field_azimuth,elapsed_time
-6.2515e-05,8.345e-06,-173.009,-173.0,139.01395106315613
-6.346e-05,6.935e-06,-171.99,-172.0,140.4690341949463
-6.3535e-05,7.97e-06,-170.99,-171.0,141.88511514663696
-6.2225e-05,7.38e-06,-169.992,-170.0,143.30919694900513
-6.1405e-05,8.19e-06,-168.993,-169.0,144.73127818107605
-6.124e-05,7.89e-06,-167.99,-168.0,146.15035939216614
-6.0755e-05,6.94e-06,-166.991,-167.0,147.5664403438568
-6.0455e-05,7.83e-06,-165.991,-166.0,148.98852157592773
-6.0915e-05,7.05e-06,-164.991,-165.0,150.41260313987732
-5.898e-05,9.34e-06,-163.99,-164.0,151.83768463134766
-6.0075e-05,8.2e-06,-162.991,-163.0,153.25176548957825
-5.848e-05,8.195e-06,-161.991,-162.0,154.669846534729
-5.6915e-05,7.35e-06,-160.991,-161.0,156.09292793273926
-5.689e-05,8.36e-06,-159.99,-160.0,157.504008769989
-5.744e-05,8.25e-06,-158.991,-159.0,158.91208910942078
-5.6395e-05,7.74e-06,-157.991,-158.0,160.33317041397095
-5.5105e-05,9.83e-06,-156.991,-157.0,161.75525164604187
-5.447e-05,7.745e-06,-155.991,-156.0,163.17933320999146
-5.454e-05,8.295e-06,-154.992,-155.0,164.6024146080017
-5.325e-05,7.84e-06,-153.991,-154.0,166.02449584007263
-5.372e-05,8.34e-06,-152.991,-153.0,167.4425768852234
-5.2895e-05,8.685e-06,-151.99,-152.0,168.87065887451172
-5.279e-05,7.925e-06,-150.992,-151.0,170.29074001312256
-5.1215e-05,8.235e-06,-149.991,-150.0,171.7108211517334
-5.1045e-05,8.905e-06,-148.992,-149.0,173.14290308952332
-4.843e-05,7.83e-06,-147.99,-148.0,174.56298422813416
-4.8585e-05,8.96e-06,-146.991,-147.0,175.98706579208374
-4.836e-05,8.91e-06,-145.991,-146.0,177.40114665031433
-4.572e-05,8.11e-06,-144.992,-145.0,178.8192276954651
-4.6365e-05,8.855e-06,-143.99,-144.0,180.24830961227417
-4.505e-05,8.335e-06,-142.991,-143.0,181.67239093780518
-4.3795e-05,9.27e-06,-141.991,-142.0,183.09347224235535
-4.4615e-05,8.5e-06,-140.992,-141.0,184.50555300712585
-4.2265e-05,8.225e-06,-139.99,-140.0,185.91963386535645
-4.212e-05,8.07e-06,-138.992,-139.0,187.33271479606628
-4.155e-05,8.64e-06,-137.991,-138.0,188.75579619407654
-4.1365e-05,8.005e-06,-136.991,-137.0,190.1718771457672
-4.0935e-05,9.375e-06,-135.99,-136.0,191.59495854377747
-3.954e-05,9.11e-06,-134.992,-135.0,193.0960443019867
-3.9355e-05,9.045e-06,-133.991,-134.0,194.5201256275177
-3.828e-05,9.055e-06,-132.991,-133.0,195.94520735740662
-3.7855e-05,9.49e-06,-131.991,-132.0,197.36228847503662
-3.5265e-05,9.085e-06,-130.992,-131.0,198.77636909484863
-3.519e-05,9.475e-06,-129.991,-130.0,200.19445037841797
-3.476e-05,9.69e-06,-128.991,-129.0,201.61153149604797
-3.3435e-05,9.365e-06,-127.991,-128.0,203.0336127281189
-3.279e-05,9.555e-06,-126.992,-127.0,204.45169377326965
-3.2855e-05,9.49e-06,-125.992,-126.0,205.86777472496033
-3.3e-05,1.0265e-05,-124.992,-125.0,207.2918565273285
-3.2025e-05,8.995e-06,-123.991,-124.0,208.72193813323975
-3.076e-05,9.35e-06,-122.991,-123.0,210.1400191783905
-3.109e-05,9.875e-06,-121.991,-122.0,211.54409956932068
-2.8645e-05,9.595e-06,-120.992,-121.0,212.96518087387085
