#Procedure: <daedalus.procedures.STFMRProcedure.STFMRProcedure>
#Parameters:
#	Magnet Calibration Filename: ./calibrations/icarus
#	DC Bias Current: 0 A
#	Delay: 0.3 s
#	Magnetic Field Azimuthal Angle: 45 deg
#	Magnetic Field Polar Angle: 0 deg
#	End Magnetic Field: 0.2 T
#	Start Magnetic Field: 0 T
#	Magnetic Field Step: 0.0005 T
#	Swap Field: False
#	Time Queued: 09:37am 2019-07-04
#	RF Frequency: 7 GHz
#	RF Power: 30 dBmW
#	Sample Name: test
#	Lockin Sensitivity: 5e-06 V
#	Probe Station Name: Icarus
#	Lockin Time Constant: 0.1 s
#	Use Bias Current: False
#Data:
X,Y,field_strength,elapsed_time
9.96e-07,-6.1295e-06,0.2,3.3991944789886475
1.605e-06,-5.67e-06,0.1995,3.8582205772399902
1.477e-06,-5.4535e-06,0.199,4.313246726989746
1.231e-06,-6.716e-06,0.1985,4.767272710800171
6.85e-07,-5.5455e-06,0.198,5.216298341751099
9.865e-07,-5.9925e-06,0.1975,5.6783246994018555
5.295e-07,-5.1995e-06,0.197,6.129350662231445
2.5975e-06,-5.7305e-06,0.1965,6.588376760482788
5.285e-07,-5.38e-06,0.196,7.039402484893799
9.625e-07,-4.6545e-06,0.1955,7.491428375244141
1.2885e-06,-5.9405e-06,0.195,7.945454359054565
1.0205e-06,-5.132e-06,0.1945,8.404480695724487
1.45e-06,-5.8505e-06,0.194,8.853506326675415
1.479e-06,-5.292e-06,0.1935,9.303532123565674
1.5715e-06,-4.668e-06,0.193,9.761558294296265
1.1065e-06,-5.219e-06,0.1925,10.219584465026855
1.595e-07,-5.5715e-06,0.192,10.670610189437866
1.1445e-06,-6.295e-06,0.1915,11.123636245727539
1.453e-06,-5.3075e-06,0.191,11.577662229537964
1.334e-06,-5.608e-06,0.1905,12.03268814086914
6.82e-07,-5.9155e-06,0.19,12.48971438407898
2.3245e-06,-4.402e-06,0.1895,12.942740201950073
2.1995e-06,-5.7865e-06,0.189,13.398766279220581
3.535e-07,-5.271e-06,0.1885,13.852792263031006
1.861e-06,-5.4515e-06,0.188,14.311818599700928
7.82e-07,-5.9095e-06,0.1875,14.760844230651855
2.0145e-06,-5.031e-06,0.187,15.219870567321777
