#Procedure: <daedalus.procedures.AMRProcedure.AMRAngProcedure>
#Parameters:
#	Applied Sample Voltage: 0.1 V
#	Magnet Calibration Filename: ./calibrations/icarus
#	Delay: 0.3 s
#	End Azimuthal Field: 176 deg
#	Start Azimuthal Field: -173 deg
#	Azimuthal Field Step: 1 deg
#	Magnetic Field Polar Angle: 0 deg
#	Field Strength: 0.05 T
#	Time Queued: 01:48pm 2019-07-04
#	Sample Name: CE6_STFMRC3
#	Lockin Sensitivity: 5e-05 V
#	Probe Station Name: Icarus
#	Lockin Time Constant: 0.1 s
#	Wheatstone R1 Fixed Resistance: 3880 Ohm
#	Wheatstone R2 Variable Resistance: 234.51 Ohm
#	Wheatstone R3 Fixed Resistance: 3960 Ohm
#Data:
X,Y,field_azimuth_measured,field_azimuth,elapsed_time
-6.5915e-05,6.325e-06,-173.009,-173.0,277.02784490585327
-6.423e-05,8.245e-06,-171.991,-172.0,278.4929287433624
-6.45e-05,7.09e-06,-170.99,-171.0,279.91701006889343
-6.54e-05,7.99e-06,-169.991,-170.0,281.33009099960327
-6.5415e-05,8.05e-06,-168.995,-169.0,282.8341772556305
-6.3605e-05,7.425e-06,-167.99,-168.0,284.2432577610016
-6.3085e-05,6.81e-06,-166.991,-167.0,285.66433906555176
-6.302e-05,6.825e-06,-165.992,-166.0,287.0884201526642
-6.238e-05,7.89e-06,-164.991,-165.0,288.51050186157227
-6.2245e-05,8.2e-06,-163.99,-164.0,289.93158292770386
-6.2435e-05,8.43e-06,-162.992,-163.0,291.3496642112732
-6.1405e-05,7.945e-06,-161.991,-162.0,292.7687454223633
-6.084e-05,6.71e-06,-160.991,-161.0,294.1958267688751
-5.945e-05,7.6e-06,-159.99,-160.0,295.6169080734253
-6.004e-05,6.63e-06,-158.992,-159.0,297.0439896583557
-5.9255e-05,8.575e-06,-157.991,-158.0,298.46207094192505
-5.8125e-05,6.885e-06,-156.991,-157.0,299.8751518726349
-5.7945e-05,8.225e-06,-155.991,-156.0,301.2822322845459
-5.8105e-05,6.665e-06,-154.992,-155.0,302.70731377601624
-5.664e-05,7.935e-06,-153.991,-154.0,304.12239480018616
-5.484e-05,6.655e-06,-152.991,-153.0,305.5404758453369
-5.5095e-05,8.515e-06,-151.991,-152.0,306.9615571498871
-5.5135e-05,7.695e-06,-150.992,-151.0,308.38963890075684
-5.3555e-05,7.505e-06,-149.991,-150.0,309.82172083854675
